montage,n_ch,target,held_out,alpha,r
P3,1,DMN,dmnelf003,100000000.0,0.024142944996949998
P3,1,DMN,dmnelf004,100000000.0,-0.021272850036486296
P3,1,DMN,dmnelf005,1000.0,0.01906647262011823
P3,1,DMN,dmnelf006,1000.0,-0.1276501898834037
P3,1,DMN,dmnelf007,464.15888336127773,0.012813272732062337
P3,1,DMN,dmnelf008,1000.0,-0.1007883495162147
P3,1,DMN,dmnelf009,464.15888336127773,-0.05303702949034303
P3,1,DMN,dmnelf010,464.15888336127773,0.033434989736917255
P3,1,DMN,dmnelf011,100000000.0,-0.02127848180951384
P3,1,DMN,dmnelf012,100000000.0,0.0765533740614012
P3,1,DMN,dmnelf013,100000000.0,0.06906448801619719
P3,1,DMN,dmnelf014,100000000.0,-0.07750191657680917
P3,1,DMN,dmnelf015,100000000.0,0.03729263009529605
P3,1,DMN,dmnelf016,100000000.0,0.07760560032901503
P3,1,DMN,dmnelf1001,100000000.0,0.0834148447793452
P3,1,DMN,dmnelf1002,100000000.0,-0.10436183020998395
P3,1,DMN,dmnelf1003,100000000.0,0.039090179878468134
P3,1,PDA,dmnelf001,1.0,-0.019114167302845625
P3,1,PDA,dmnelf002,1.0,-0.03508402115113202
P3,1,PDA,dmnelf003,4641.588833612777,0.04705132678785501
P3,1,PDA,dmnelf004,1.0,0.049630108162534575
P3,1,PDA,dmnelf005,1.0,-0.04466100231091725
P3,1,PDA,dmnelf006,10000.0,-0.09500837860407715
P3,1,PDA,dmnelf007,100000000.0,0.03797173928738499
P3,1,PDA,dmnelf008,100000000.0,-0.04883311192743283
P3,1,PDA,dmnelf009,100000000.0,0.18278954346497378
P3,1,PDA,dmnelf010,100000000.0,0.02222448564852771
P3,1,PDA,dmnelf011,100000000.0,0.0550801599139618
P3,1,PDA,dmnelf012,100000000.0,0.04920742292068561
P3,1,PDA,dmnelf013,100000000.0,0.05679716930701583
P3,1,PDA,dmnelf014,100000.0,0.07196456674638198
P3,1,PDA,dmnelf015,21544.346900318822,-0.14081502970589743
P3,1,PDA,dmnelf016,100000000.0,0.01765276111202162
P3,1,PDA,dmnelf1001,100000000.0,0.13575834550883695
P3,1,PDA,dmnelf1002,2154.4346900318824,-0.15591537053714102
P3,1,PDA,dmnelf1003,1.0,-0.04582490265561878
P4,1,CEN,dmnelf001,100000000.0,0.2006970640011146
P4,1,CEN,dmnelf002,100000000.0,0.10621348558775162
P4,1,CEN,dmnelf003,100000000.0,0.014740960923484021
P4,1,CEN,dmnelf004,100000000.0,-0.03443651921611888
P4,1,CEN,dmnelf005,100000000.0,0.23960261966512725
P4,1,CEN,dmnelf006,100000000.0,0.025163168267360328
P4,1,CEN,dmnelf007,100000000.0,0.09351583915968417
P4,1,CEN,dmnelf008,100000000.0,0.06207996062193567
P4,1,CEN,dmnelf009,100000000.0,0.00038736168750922947
P4,1,CEN,dmnelf010,100000000.0,0.10060765372931224
P4,1,CEN,dmnelf011,100000000.0,0.07571406459260588
P4,1,CEN,dmnelf012,100000000.0,0.09198767269326705
P4,1,CEN,dmnelf013,100000000.0,0.05165643205682156
P4,1,CEN,dmnelf014,100000000.0,0.143161045808491
P4,1,CEN,dmnelf015,100000000.0,0.07239370509318774
P4,1,CEN,dmnelf016,100000000.0,0.004139112654712857
P4,1,CEN,dmnelf1001,100000000.0,0.07974507978728335
P4,1,CEN,dmnelf1002,100000000.0,-0.23034341104167416
P4,1,CEN,dmnelf1003,100000000.0,-0.04680843677371345
P4,1,DMN,dmnelf001,46.41588833612777,0.06623255529910142
P4,1,DMN,dmnelf002,46.41588833612777,0.08224869663041753
P4,1,DMN,dmnelf003,100.0,0.0010648170676932566
P4,1,DMN,dmnelf004,100.0,0.09266783577598772
P4,1,DMN,dmnelf005,215.44346900318823,0.07138536829646215
P4,1,DMN,dmnelf006,464.15888336127773,0.09035506882384373
P4,1,DMN,dmnelf007,1000.0,0.05469865492600215
P4,1,DMN,dmnelf008,4641.588833612777,-0.08891317938708379
P4,1,DMN,dmnelf009,1000.0,0.03873729664245403
P4,1,DMN,dmnelf010,215.44346900318823,0.09839250399339969
P4,1,DMN,dmnelf011,215.44346900318823,-0.021191482597888528
P4,1,DMN,dmnelf012,1.0,0.022841016495625758
P4,1,DMN,dmnelf013,4.641588833612778,-0.010548203703778191
P4,1,DMN,dmnelf014,46.41588833612777,0.015804086767269247
P4,1,DMN,dmnelf015,21.544346900318832,-0.0298827451541637
P4,1,DMN,dmnelf016,46.41588833612777,0.019921681929160176
